Customer_ID,Age,Income,Gender,Region,Marketing_Channel,Campaign_Type,Device_Type,Ad_Spend,Website_Visits,Email_Clicks,Time_on_Site_Minutes,Past_Purchases,Discount_Offered,Purchased
5849,67,36445.11,Male,East,Search Ads,Product Launch,Mobile,207.89,8,3,5.18,4,10,0
5850,44,65050.68,Female,South,Display Ads,Brand Awareness,Mobile,151.9,11,3,2.56,1,10,0
5851,62,52227.99,Female,East,Search Ads,Brand Awareness,Tablet,239.72,5,3,2.27,4,15,0
5852,40,51926.44,Female,East,Social Media,Product Launch,Tablet,193.52,10,3,7.74,5,0,0
5853,63,45233.8,Female,North,Display Ads,Seasonal Promo,Tablet,232.43,11,3,4.24,1,5,0
5854,25,11511.52,Male,East,Display Ads,Brand Awareness,Mobile,150.71,9,4,5.62,0,10,0
5855,25,82624.66,Female,West,Search Ads,Seasonal Promo,Desktop,142.94,11,2,0.83,1,15,0
5856,43,44995.94,Male,North,Search Ads,Product Launch,Desktop,283.94,12,4,5.68,1,20,1
5857,64,53813.7,Male,East,Email,Brand Awareness,Tablet,192.53,10,1,4.96,2,10,0
5858,30,38176.62,Male,North,Social Media,Seasonal Promo,Tablet,245.66,10,3,4.44,2,5,0
5859,56,74578.96,Female,North,Search Ads,Product Launch,Tablet,129.4,8,3,2.59,2,0,0
5860,54,62151.43,Female,West,Search Ads,Brand Awareness,Desktop,185.85,16,4,4.24,2,0,1
5861,66,47604.52,Male,North,Email,Product Launch,Desktop,265.12,12,5,2.78,1,0,1
5862,45,54116.56,Male,North,Search Ads,Seasonal Promo,Tablet,121.77,13,2,4.2,1,15,1
5863,42,85172.7,Male,South,Social Media,Brand Awareness,Mobile,313.77,15,1,0.93,2,15,1
5864,33,58905.46,Male,East,Social Media,Brand Awareness,Desktop,210.13,13,3,1.89,3,20,1
5865,19,57274,Male,South,Display Ads,Brand Awareness,Tablet,159.05,12,4,2.04,1,5,0
5866,35,45879.28,Male,East,Display Ads,Product Launch,Desktop,217.6,10,1,6.5,5,5,0
5867,34,31581.28,Female,North,Social Media,Product Launch,Mobile,255.46,12,3,6.27,1,5,0
5868,47,57599.42,Female,East,Email,Product Launch,Mobile,158.72,11,1,3.21,1,20,1
5869,56,64882.28,Female,North,Display Ads,Product Launch,Desktop,165.9,6,2,0.55,4,20,0
5870,30,76493.77,Male,East,Social Media,Seasonal Promo,Tablet,212.46,7,2,10.01,5,5,0
5871,49,26272.55,Female,North,Social Media,Product Launch,Desktop,223.15,6,5,4.22,2,10,0
5872,67,43123.56,Male,East,Display Ads,Product Launch,Tablet,190.08,9,3,4.9,0,10,0
5873,46,51288.88,Male,East,Social Media,Product Launch,Desktop,220.12,6,4,9.25,2,5,0
5874,63,59947.79,Female,East,Social Media,Seasonal Promo,Mobile,242.68,14,3,6.31,3,5,1
5875,47,57824.49,Male,North,Social Media,Seasonal Promo,Desktop,208.67,13,2,6.06,2,0,0
5876,35,58174.67,Female,East,Social Media,Brand Awareness,Tablet,165.43,6,1,6.23,1,10,0
5877,30,66121.44,Female,North,Display Ads,Product Launch,Tablet,198.95,7,0,5.2,0,15,0
5878,60,46450.6,Female,South,Email,Brand Awareness,Mobile,287.81,11,1,3.37,4,10,0
5879,38,74012.12,Male,East,Social Media,Brand Awareness,Tablet,216.65,10,2,6.41,2,0,0
5880,47,66501.79,Male,West,Search Ads,Seasonal Promo,Tablet,262.01,10,1,2.86,1,20,0
5881,38,55202.52,Male,West,Email,Seasonal Promo,Mobile,174.28,11,4,5.98,3,5,1
5882,65,84013.62,Female,North,Search Ads,Brand Awareness,Tablet,213.13,10,1,5.98,3,10,0
5883,34,83346.24,Male,West,Search Ads,Brand Awareness,Tablet,239.72,7,1,3.78,5,15,0
5884,57,73993.43,Female,North,Social Media,Product Launch,Desktop,274.89,15,2,1.9,3,20,1
5885,36,14721.65,Male,North,Display Ads,Seasonal Promo,Desktop,261.38,6,2,3.55,3,15,0
5886,69,83684.18,Female,West,Search Ads,Seasonal Promo,Desktop,144.04,10,3,4.51,6,5,0
5887,32,71921.38,Female,West,Search Ads,Brand Awareness,Desktop,257.59,16,2,3.85,0,5,1
5888,26,90096.13,Male,South,Search Ads,Seasonal Promo,Desktop,284.3,9,1,7.24,1,15,0
5889,69,78561.97,Male,North,Social Media,Brand Awareness,Desktop,171.26,17,2,8.53,0,0,0
5890,27,83675.14,Female,West,Social Media,Brand Awareness,Desktop,155.28,10,5,3.43,6,5,1
5891,61,73179.82,Female,South,Display Ads,Seasonal Promo,Mobile,198.78,9,2,7.15,1,15,0
5892,48,80230.4,Male,South,Social Media,Product Launch,Desktop,208.97,12,1,5.81,4,5,0
5893,40,89911.86,Female,North,Email,Seasonal Promo,Tablet,182.5,10,3,6.94,3,10,1
5894,69,63248.32,Male,East,Display Ads,Brand Awareness,Mobile,140.66,4,3,4.7,4,5,0
5895,47,36416.54,Male,West,Social Media,Brand Awareness,Desktop,273.62,11,5,4.33,3,5,1
5896,50,55388.09,Female,West,Social Media,Product Launch,Desktop,157,6,2,4.33,0,0,0
5897,69,65849.18,Male,West,Search Ads,Brand Awareness,Tablet,174.65,14,2,2.28,2,0,0
5898,26,61123.31,Female,West,Social Media,Product Launch,Mobile,205.46,8,0,1.44,1,10,0
5899,64,41301.57,Male,West,Search Ads,Seasonal Promo,Tablet,126.38,8,3,5.13,0,20,0
5900,18,35533.99,Female,West,Social Media,Product Launch,Tablet,122.56,8,2,5.79,1,5,0
5901,61,48882.56,Male,South,Social Media,Brand Awareness,Mobile,178.42,11,3,4.82,2,0,0
5902,52,72116.09,Male,North,Social Media,Brand Awareness,Tablet,241.28,8,2,4.49,2,0,0
5903,28,83705.1,Female,South,Social Media,Product Launch,Mobile,209.4,8,4,5.23,0,15,0
5904,51,73748.51,Male,West,Social Media,Seasonal Promo,Tablet,97.03,8,3,7.26,1,10,0
5905,33,75861.41,Female,North,Display Ads,Product Launch,Mobile,269.47,12,7,7.91,1,5,1
5906,26,58787.77,Female,West,Social Media,Brand Awareness,Desktop,239.87,8,3,8,3,20,1
5907,49,33868.76,Female,North,Social Media,Seasonal Promo,Mobile,209.55,9,5,5.07,2,5,1
5908,32,53171.69,Female,South,Search Ads,Product Launch,Tablet,208.21,6,4,5.9,2,15,0
5909,29,56118.53,Female,North,Email,Product Launch,Tablet,233.67,15,3,3.83,3,20,1
5910,50,52544.21,Male,South,Email,Product Launch,Desktop,316.32,13,3,5.58,2,20,1
5911,62,60820.42,Male,West,Display Ads,Brand Awareness,Desktop,244.03,8,2,6.93,1,20,0
5912,31,66621.3,Male,North,Social Media,Brand Awareness,Desktop,214.81,9,1,4.74,1,0,0
5913,25,72795.23,Male,East,Email,Brand Awareness,Mobile,138.64,5,4,4.54,2,10,0
5914,25,55828.2,Male,East,Search Ads,Seasonal Promo,Mobile,208.23,9,2,8.57,2,10,0
5915,44,31443.61,Male,South,Search Ads,Seasonal Promo,Mobile,238.67,11,0,3.82,1,20,0
5916,29,52756.83,Male,South,Display Ads,Seasonal Promo,Mobile,194.24,7,2,5.74,0,20,0
5917,18,60655.66,Female,South,Search Ads,Brand Awareness,Mobile,173.86,12,2,6.09,1,15,0
5918,60,78342.12,Female,South,Email,Seasonal Promo,Tablet,227.68,9,4,6.09,4,15,1
5919,57,51482.88,Female,West,Email,Seasonal Promo,Tablet,150.6,4,2,5.51,4,15,0
5920,59,67688.15,Male,East,Email,Product Launch,Tablet,243.4,6,3,7.96,3,0,0
5921,68,64351.32,Female,South,Social Media,Brand Awareness,Mobile,178.22,11,3,5.55,2,10,0
5922,28,60658.51,Male,North,Search Ads,Product Launch,Desktop,93.88,11,1,3.36,0,5,0
5923,56,73958,Male,North,Search Ads,Brand Awareness,Tablet,177.26,10,3,5.4,3,0,0
5924,60,50087.38,Male,West,Social Media,Brand Awareness,Tablet,197.14,12,2,4.03,3,20,1
5925,48,51372.2,Female,South,Email,Seasonal Promo,Mobile,227.62,10,2,6.91,2,10,0
5926,34,59821.49,Female,North,Search Ads,Product Launch,Mobile,221.85,14,2,5.63,2,0,0
5927,50,50397.8,Female,South,Email,Product Launch,Mobile,135.48,11,1,5.7,2,10,0
5928,49,67620.18,Male,North,Social Media,Seasonal Promo,Tablet,206.1,14,3,6.92,4,15,1
5929,46,49302.12,Male,West,Email,Product Launch,Desktop,173.3,8,3,7.12,1,20,0
5930,38,63394.56,Male,North,Display Ads,Product Launch,Mobile,181.99,7,5,2.77,1,10,0
5931,38,58497.41,Male,South,Social Media,Brand Awareness,Mobile,150.09,7,0,3.64,2,10,0
5932,57,63223.89,Female,South,Email,Product Launch,Desktop,197.45,10,4,8.49,0,15,1
5933,40,53103.88,Female,West,Social Media,Product Launch,Desktop,356.62,6,2,4.56,4,15,0
5934,23,54913.68,Female,East,Search Ads,Brand Awareness,Desktop,292.82,2,6,5.27,2,15,0
5935,39,61440.14,Female,South,Display Ads,Seasonal Promo,Mobile,150.06,6,1,5.01,3,10,0
5936,67,63031.12,Male,East,Social Media,Brand Awareness,Mobile,203.3,12,3,5.51,1,5,1
5937,55,59936.97,Male,South,Email,Seasonal Promo,Tablet,184.3,8,1,4.9,2,5,0
5938,54,85580.44,Female,West,Search Ads,Seasonal Promo,Tablet,207.1,11,2,6.96,3,10,0
5939,62,45138.95,Male,North,Email,Brand Awareness,Tablet,245.82,5,2,3.41,3,10,0
5940,68,59036.94,Male,East,Email,Brand Awareness,Tablet,193.53,12,4,2.74,0,10,1
5941,25,36395.56,Female,North,Social Media,Seasonal Promo,Tablet,164.39,7,5,5.61,3,15,1
5942,58,65581.22,Female,West,Social Media,Brand Awareness,Tablet,257.82,9,3,6.21,2,5,0
5943,66,43271.3,Male,West,Email,Brand Awareness,Mobile,138.3,6,1,3.93,2,5,0
5944,52,55825.35,Female,West,Social Media,Product Launch,Tablet,209.47,12,5,2.79,1,0,0
5945,68,54419.04,Female,South,Email,Brand Awareness,Mobile,125.69,14,4,5.18,2,5,1
5946,28,64213.37,Female,South,Social Media,Brand Awareness,Mobile,148.7,16,7,4.41,3,5,1
5947,41,51708.14,Female,South,Display Ads,Product Launch,Desktop,237.24,10,2,3.94,0,20,0
5948,66,51070.41,Female,South,Social Media,Seasonal Promo,Mobile,166.03,9,3,4.7,3,5,0
5949,38,81537.85,Female,East,Email,Seasonal Promo,Mobile,106.17,13,6,4.48,0,5,1
5950,68,64268.5,Female,West,Search Ads,Brand Awareness,Mobile,163.87,12,5,7.51,2,0,1
5951,19,51584.24,Female,East,Social Media,Brand Awareness,Desktop,158.51,10,5,6.19,3,5,1
5952,57,56237.49,Female,South,Display Ads,Seasonal Promo,Mobile,136.88,10,1,7.93,2,10,0
5953,36,84680.32,Male,North,Display Ads,Brand Awareness,Desktop,227.5,9,2,3.08,3,0,0
5954,56,56472.53,Female,East,Display Ads,Seasonal Promo,Tablet,122.66,10,5,4.86,0,15,1
5955,45,49660.85,Female,North,Display Ads,Seasonal Promo,Mobile,170.6,10,2,6.8,5,10,1
5956,34,49725.06,Female,South,Email,Product Launch,Tablet,206.67,8,2,9.12,3,5,0
5957,23,51763.1,Male,East,Display Ads,Product Launch,Mobile,182.86,7,2,5.07,0,5,0
5958,36,51082.53,Female,East,Search Ads,Brand Awareness,Desktop,179.79,8,1,5.39,1,5,0
5959,55,40805.28,Female,East,Social Media,Brand Awareness,Tablet,163.86,11,5,6.39,1,10,1
5960,45,43137,Male,North,Display Ads,Seasonal Promo,Mobile,139.06,9,2,5.13,2,0,0
5961,19,47560.19,Male,South,Social Media,Brand Awareness,Mobile,168.16,6,1,2.17,1,20,0
5962,55,68873.57,Female,West,Email,Product Launch,Desktop,232.88,12,6,4.81,0,10,1
5963,54,54281.44,Male,West,Social Media,Seasonal Promo,Mobile,178.3,15,5,1.91,1,15,1
5964,68,56892.57,Male,South,Email,Seasonal Promo,Tablet,208.35,10,4,3.42,4,20,1
5965,69,79051.32,Male,East,Email,Brand Awareness,Desktop,255.86,14,2,7.07,4,15,1
5966,21,79425.11,Male,West,Social Media,Seasonal Promo,Tablet,229.99,7,2,5.04,1,5,0
5967,39,55768.13,Male,East,Display Ads,Seasonal Promo,Tablet,136.19,10,2,5.03,4,20,1
5968,43,50537.05,Female,South,Search Ads,Seasonal Promo,Mobile,222.4,5,2,4.52,1,0,0
5969,66,47033.55,Male,North,Social Media,Product Launch,Mobile,252.38,7,5,1.64,3,0,0
5970,60,70391.64,Female,East,Search Ads,Seasonal Promo,Desktop,170.89,14,4,6.08,2,20,1
5971,53,56929.39,Female,North,Social Media,Product Launch,Desktop,120.72,12,4,6.92,3,20,1
5972,30,54202.58,Female,North,Search Ads,Seasonal Promo,Desktop,177.97,2,2,5.19,1,5,0
5973,69,47795.03,Male,South,Social Media,Brand Awareness,Tablet,209.4,9,6,4.39,0,15,1
5974,49,48455,Female,South,Search Ads,Brand Awareness,Tablet,229.62,11,3,5.73,0,10,0
5975,34,64800.87,Male,North,Search Ads,Seasonal Promo,Tablet,173.96,14,4,8.48,1,0,1
5976,58,40268.43,Female,North,Social Media,Brand Awareness,Tablet,98.23,9,3,5.33,1,10,0
5977,53,74923.03,Female,West,Social Media,Product Launch,Mobile,136.18,12,2,2.6,0,5,0
5978,63,51992.33,Female,West,Email,Seasonal Promo,Desktop,218,9,4,6.51,1,10,0
5979,36,57755.46,Male,South,Search Ads,Product Launch,Mobile,299.53,11,3,-0.01,1,5,0
5980,52,39945.33,Female,East,Social Media,Seasonal Promo,Mobile,198.9,5,4,5.34,3,5,0
5981,63,59814.51,Male,North,Display Ads,Product Launch,Tablet,265.64,6,3,2.04,0,15,0
5982,57,55075.19,Male,East,Display Ads,Brand Awareness,Desktop,147.15,5,4,3.85,2,20,0
5983,45,59248.79,Male,North,Email,Product Launch,Tablet,167.62,4,3,7.4,1,10,0
5984,18,82075.63,Female,South,Display Ads,Product Launch,Tablet,82.99,11,3,3.37,3,10,1
5985,59,62665.47,Female,East,Social Media,Brand Awareness,Desktop,218.48,10,6,3.72,1,20,1
5986,35,48080.11,Female,South,Search Ads,Brand Awareness,Desktop,155.32,8,5,4.7,2,10,1
5987,65,49330.2,Female,North,Social Media,Seasonal Promo,Mobile,229.96,7,4,7.67,1,0,0
5988,57,68926.97,Male,South,Display Ads,Seasonal Promo,Tablet,174.88,12,2,5.71,1,0,0
5989,50,79480.4,Female,East,Display Ads,Product Launch,Tablet,301.09,12,8,5.4,0,20,1
5990,29,64228.77,Male,West,Social Media,Seasonal Promo,Tablet,289.66,8,2,3.72,1,5,0
5991,25,70330.69,Male,South,Email,Product Launch,Desktop,84.83,6,1,1.27,0,0,0
5992,41,69146.07,Female,East,Social Media,Seasonal Promo,Tablet,229.56,11,7,7.55,3,0,1
5993,33,81285.97,Female,South,Email,Brand Awareness,Tablet,162.84,8,4,4.76,3,20,1
5994,67,30756.15,Male,South,Display Ads,Brand Awareness,Tablet,232.34,10,4,3.44,0,5,0
5995,21,70008.28,Male,West,Search Ads,Brand Awareness,Tablet,132.81,14,2,3.34,2,15,1
5996,55,74756.04,Female,East,Search Ads,Brand Awareness,Mobile,272.06,13,3,4.54,5,15,1
5997,61,39919.14,Female,East,Social Media,Product Launch,Desktop,251.53,9,4,7.02,1,20,1
5998,44,46714.98,Female,East,Email,Brand Awareness,Mobile,129.31,10,4,4.11,2,20,1
5999,26,47238.26,Male,North,Display Ads,Brand Awareness,Desktop,190.93,13,3,4.45,0,15,1
6000,64,49068.15,Male,South,Search Ads,Brand Awareness,Tablet,208.12,12,4,5.87,1,20,1
6001,33,52774.24,Female,West,Social Media,Brand Awareness,Desktop,235.97,10,3,3.01,1,20,0
6002,29,63639.04,Male,East,Social Media,Seasonal Promo,Mobile,199.4,10,1,3,1,20,0
6003,48,72985.12,Male,West,Display Ads,Product Launch,Tablet,239.32,15,4,2.13,2,10,1
6004,41,76219.75,Male,North,Display Ads,Product Launch,Mobile,196.46,8,3,7.88,2,5,0
6005,31,47432.65,Male,North,Social Media,Seasonal Promo,Mobile,230.59,16,7,2.03,1,0,1
6006,62,47329.46,Female,West,Social Media,Seasonal Promo,Mobile,131.61,10,5,8.01,3,20,1
6007,42,79737.33,Male,East,Social Media,Product Launch,Desktop,198.7,14,3,6.43,1,10,1
6008,51,69701.16,Female,West,Email,Product Launch,Mobile,257.51,7,2,5.44,1,10,0
6009,20,61242.97,Female,East,Display Ads,Seasonal Promo,Desktop,270.55,9,7,5.12,0,20,1
6010,41,67100.05,Male,East,Social Media,Brand Awareness,Mobile,208.65,14,1,6.07,3,20,1
6011,59,59552.94,Female,North,Display Ads,Product Launch,Mobile,195.04,9,1,0.53,2,10,0
6012,26,67868.77,Female,West,Social Media,Seasonal Promo,Desktop,268.4,9,1,4.37,1,10,0
6013,43,54959,Female,North,Social Media,Brand Awareness,Desktop,194.95,14,3,7.34,2,15,1
6014,37,64032.07,Male,South,Social Media,Brand Awareness,Mobile,257.23,15,2,4.76,2,15,1
6015,57,37341.81,Female,North,Display Ads,Seasonal Promo,Mobile,194.67,12,2,4.41,1,15,0
6016,27,49683.24,Male,East,Social Media,Product Launch,Tablet,202,2,5,8.73,4,20,0
6017,36,49844.83,Female,West,Social Media,Product Launch,Mobile,144.76,15,1,4.77,1,5,0
6018,20,54384.15,Female,South,Display Ads,Brand Awareness,Mobile,137.54,10,2,7.56,3,15,0
6019,41,46102.3,Female,South,Social Media,Seasonal Promo,Tablet,248.91,13,3,6.02,3,5,1
6020,22,51996.85,Female,South,Search Ads,Brand Awareness,Mobile,286.14,8,2,5.38,5,5,0
6021,20,37283.79,Male,South,Search Ads,Brand Awareness,Mobile,205.29,14,3,1.92,0,20,1
6022,44,68230.51,Female,West,Social Media,Brand Awareness,Desktop,191.69,12,2,5.39,1,5,0
6023,33,58762.3,Female,East,Email,Seasonal Promo,Desktop,251.13,8,5,8.17,2,10,0
6024,66,34421.89,Female,South,Display Ads,Product Launch,Desktop,216.87,12,7,9.4,3,20,1
6025,32,47477.55,Male,East,Social Media,Brand Awareness,Mobile,80.08,11,3,6.75,1,5,0
6026,52,65049.02,Male,North,Display Ads,Product Launch,Desktop,249.68,11,0,2.76,2,0,0
6027,29,51854.67,Female,East,Email,Product Launch,Mobile,133.15,10,2,4.9,1,10,0
6028,58,49545.88,Female,South,Email,Seasonal Promo,Tablet,199.41,4,5,2.56,0,5,0
6029,61,58881.11,Female,North,Display Ads,Product Launch,Desktop,177.93,13,4,4.6,0,20,1
6030,43,65153.96,Female,North,Email,Product Launch,Tablet,167.97,5,6,6.19,2,5,0
6031,64,38454.71,Male,North,Email,Brand Awareness,Mobile,202.35,8,7,5.82,2,10,1
6032,51,68251.93,Male,South,Display Ads,Seasonal Promo,Mobile,244.68,4,2,2.96,0,5,0
6033,40,47995.6,Male,East,Email,Seasonal Promo,Tablet,201.57,5,4,5.2,0,15,0
6034,48,59731.08,Female,West,Search Ads,Brand Awareness,Tablet,270.49,9,1,4.34,1,20,0
6035,67,59468.7,Female,East,Social Media,Brand Awareness,Tablet,276.7,12,3,5.31,1,10,0
6036,37,52094.01,Female,South,Search Ads,Product Launch,Tablet,276.24,8,4,5.28,2,20,1
6037,29,44645.1,Female,South,Search Ads,Product Launch,Desktop,197.21,16,4,1.93,1,10,1
6038,40,55714.7,Male,North,Social Media,Seasonal Promo,Tablet,176.09,10,2,7.27,2,10,0
6039,21,84379.95,Male,East,Search Ads,Seasonal Promo,Desktop,198.32,18,5,8.68,3,20,1
6040,40,39574.87,Male,South,Social Media,Product Launch,Tablet,256.27,9,4,6.56,1,5,0
6041,65,85384.7,Female,South,Social Media,Brand Awareness,Tablet,253.27,12,4,2.3,3,10,1
6042,65,56104.18,Female,West,Display Ads,Seasonal Promo,Desktop,70.24,12,5,6.22,3,10,1
6043,18,60530.57,Female,East,Social Media,Brand Awareness,Mobile,215.29,9,4,2.24,1,5,0
6044,42,43699.34,Female,North,Social Media,Product Launch,Mobile,81.6,10,4,8.57,5,15,1
6045,19,48430.96,Female,North,Email,Seasonal Promo,Mobile,199.05,14,3,8.72,4,10,1
6046,47,52456.36,Male,North,Email,Seasonal Promo,Mobile,173.55,11,1,4.09,3,20,0
6047,20,44314.58,Female,East,Search Ads,Product Launch,Desktop,158.15,14,6,2.78,2,10,1
6048,38,56866.23,Female,South,Social Media,Product Launch,Mobile,242.46,8,3,6.16,4,10,0
6049,42,53894.76,Male,South,Social Media,Brand Awareness,Desktop,167.64,12,2,6.27,1,10,0
6050,37,87761.72,Male,West,Display Ads,Brand Awareness,Desktop,199.52,6,3,5.65,2,10,0
6051,66,42510.39,Female,West,Social Media,Product Launch,Desktop,153.38,7,3,6.63,0,10,0
6052,69,61540.36,Male,South,Display Ads,Product Launch,Desktop,203.69,10,5,4.74,1,5,0
6053,39,63717.69,Female,South,Social Media,Product Launch,Desktop,247.99,14,6,2.31,3,20,1
6054,38,43945.19,Female,East,Email,Seasonal Promo,Tablet,156.11,10,4,6.71,2,10,0
6055,50,70302.41,Male,West,Email,Product Launch,Desktop,232,12,3,7.32,4,0,1
6056,69,54025.09,Female,North,Email,Seasonal Promo,Mobile,202.82,8,2,2.12,2,10,0
6057,55,22614.16,Female,North,Search Ads,Product Launch,Desktop,202.37,16,4,6.08,1,10,1
6058,32,69897.74,Female,North,Social Media,Seasonal Promo,Mobile,182.48,10,1,8.82,0,10,0
6059,63,43245.89,Male,North,Email,Brand Awareness,Desktop,238.67,6,2,5.3,2,15,0
6060,69,44283.38,Male,South,Display Ads,Brand Awareness,Mobile,233.55,8,1,5.88,2,15,0
6061,32,70318.53,Male,South,Email,Seasonal Promo,Desktop,193.33,18,4,3.92,1,0,1
6062,63,54792.58,Male,East,Social Media,Brand Awareness,Tablet,210.13,20,3,6.7,3,0,1
6063,42,73766.58,Female,North,Email,Brand Awareness,Mobile,237.15,14,9,5.32,2,0,1
6064,38,78152.49,Male,South,Social Media,Seasonal Promo,Mobile,227.08,15,1,4.86,3,5,1
6065,41,50326.07,Female,South,Social Media,Product Launch,Desktop,184.67,14,3,5,1,5,1
6066,22,71898.94,Male,South,Email,Product Launch,Mobile,258.29,10,4,3.56,3,15,1
6067,23,48668.09,Male,North,Display Ads,Seasonal Promo,Desktop,243.21,9,2,4.16,3,20,0
6068,66,93496.74,Female,South,Search Ads,Brand Awareness,Tablet,305.56,11,0,6.37,2,15,0
6069,60,49605.64,Male,West,Social Media,Product Launch,Tablet,121.52,5,1,4.16,0,15,0
6070,65,75391.31,Male,North,Search Ads,Product Launch,Desktop,235.1,9,1,5.47,3,20,0
6071,61,72656.85,Female,North,Email,Brand Awareness,Desktop,257.6,11,3,3.52,2,20,1
6072,64,64741.32,Male,West,Social Media,Seasonal Promo,Tablet,250.26,10,2,3.06,1,20,0
6073,40,49941.85,Female,East,Social Media,Seasonal Promo,Mobile,187.36,11,2,4.36,1,5,0
6074,21,57729.04,Male,East,Email,Product Launch,Mobile,131.84,14,5,6.21,1,20,1
6075,44,27696.18,Female,North,Search Ads,Seasonal Promo,Mobile,276.98,9,4,1.22,3,10,0
6076,35,63366.3,Male,North,Display Ads,Brand Awareness,Tablet,175.91,12,3,5.3,4,5,1
6077,38,65244.23,Female,North,Email,Seasonal Promo,Desktop,185.23,4,5,5.39,0,5,0
6078,45,62002.49,Male,West,Email,Seasonal Promo,Tablet,303.33,7,1,4.51,0,5,0
6079,52,15400.41,Female,South,Display Ads,Seasonal Promo,Mobile,136.34,12,3,7.74,2,15,1
6080,39,41015.45,Male,West,Display Ads,Seasonal Promo,Desktop,240.94,6,3,9.62,3,10,0
6081,57,48778.64,Male,South,Display Ads,Brand Awareness,Desktop,162.31,17,3,7.3,2,15,1
6082,40,64374.88,Male,South,Display Ads,Seasonal Promo,Mobile,161.21,12,2,5.86,2,15,1
6083,20,64340.08,Female,East,Email,Product Launch,Desktop,208.38,6,2,5.07,2,15,0
6084,57,57446.64,Female,West,Display Ads,Seasonal Promo,Mobile,233.82,12,4,8.75,1,15,1
6085,67,69528.68,Male,West,Search Ads,Product Launch,Tablet,247.51,10,4,4.84,1,10,0
6086,27,44606.36,Male,North,Display Ads,Brand Awareness,Desktop,254.07,13,3,4.23,0,15,1
6087,42,69153.53,Male,West,Social Media,Seasonal Promo,Mobile,164.67,13,6,5.35,0,0,1
6088,69,67121.13,Male,South,Social Media,Product Launch,Mobile,142.82,7,2,6.79,2,20,0
6089,66,65663.32,Male,South,Display Ads,Seasonal Promo,Tablet,182.87,12,3,3.73,3,15,1
6090,25,57269.39,Male,West,Email,Seasonal Promo,Desktop,217.37,14,4,4.66,1,10,1
6091,28,87461.16,Male,East,Email,Product Launch,Desktop,189.72,11,6,6.93,1,0,1
6092,22,67397.94,Male,East,Search Ads,Brand Awareness,Desktop,18.42,11,3,8.43,7,15,1
6093,62,45474.96,Male,North,Email,Brand Awareness,Desktop,108.64,9,1,4.08,1,20,0
6094,54,63724.58,Male,North,Search Ads,Brand Awareness,Tablet,187.98,15,3,3.94,2,10,1
6095,62,71287.25,Female,South,Search Ads,Brand Awareness,Tablet,242.76,7,3,5.01,1,15,0
6096,55,51178.37,Female,West,Search Ads,Brand Awareness,Desktop,154.77,9,6,0.4,2,5,1
6097,46,76339.08,Male,South,Display Ads,Brand Awareness,Mobile,236.65,6,1,2.85,1,20,0
6098,22,65730.51,Male,South,Email,Seasonal Promo,Desktop,125.19,10,3,5.11,2,15,0
6099,26,24862.82,Male,West,Social Media,Seasonal Promo,Desktop,212.78,12,5,7.01,5,20,1
6100,65,64495.08,Female,South,Search Ads,Product Launch,Mobile,213.14,10,0,4.68,2,15,0
6101,19,53909.56,Female,South,Social Media,Brand Awareness,Desktop,223.44,14,4,2.89,3,20,1
6102,18,68057.7,Male,East,Search Ads,Brand Awareness,Mobile,149.59,11,3,7.1,0,5,0
6103,57,74163.22,Male,North,Email,Brand Awareness,Tablet,122.62,12,3,2.83,2,15,1
6104,68,62927.43,Male,East,Display Ads,Product Launch,Mobile,236.3,4,2,0.79,2,15,0
6105,47,84978.78,Female,North,Search Ads,Seasonal Promo,Tablet,123.69,8,0,3.5,7,15,0
6106,28,57319.4,Female,North,Search Ads,Seasonal Promo,Desktop,161.45,6,5,4.93,0,20,0
6107,45,69372.27,Female,North,Social Media,Brand Awareness,Mobile,269.58,14,2,5.23,5,15,1
6108,61,72074.14,Female,East,Display Ads,Seasonal Promo,Mobile,208.49,13,8,4.15,1,10,1
6109,29,58539.81,Male,West,Email,Seasonal Promo,Desktop,218.44,18,1,5.91,3,0,1
6110,56,71681.61,Male,South,Search Ads,Seasonal Promo,Tablet,231.24,9,2,3.03,2,15,0
6111,43,51079.91,Male,West,Email,Brand Awareness,Mobile,229.46,10,6,5.33,4,0,1
6112,30,53661.47,Male,West,Display Ads,Seasonal Promo,Mobile,198.94,9,5,2.66,1,5,1
6113,25,40312.67,Male,North,Social Media,Seasonal Promo,Desktop,154.93,8,4,3.28,2,5,0
6114,45,63621.14,Female,North,Display Ads,Product Launch,Tablet,334.2,10,3,3.7,0,0,0
6115,47,64878.78,Male,East,Display Ads,Brand Awareness,Desktop,185.37,10,3,4.26,1,5,0
6116,26,77688.95,Male,East,Display Ads,Seasonal Promo,Mobile,216.55,9,3,2.13,3,20,0
6117,56,71867.1,Female,South,Display Ads,Brand Awareness,Desktop,222.01,10,1,7.58,6,0,0
6118,48,55728.07,Male,West,Email,Seasonal Promo,Desktop,173.35,11,0,5.32,5,20,0
6119,38,42327.3,Male,West,Email,Brand Awareness,Tablet,178.72,5,2,3.25,1,0,0
6120,64,66492.76,Male,South,Social Media,Seasonal Promo,Tablet,274.41,14,3,6.38,4,15,1
6121,51,76661.3,Female,North,Search Ads,Seasonal Promo,Desktop,163.05,9,6,4.06,4,15,1
6122,48,71327.77,Male,East,Search Ads,Product Launch,Desktop,220.62,8,3,4.87,1,5,0
